,Unnamed: 0,year,make,model,final_price,mileage,engine,zipcode,engine string
378,378,1962,Chevrolet,Chevrolet Corvette C1,155000.0,10000,5358.549,94566,327ci V8
379,379,1970,Datsun,Datsun 240Z,23850.0,33000,2800.0,14718,2.8-Liter L28 Inline-Six
381,381,1981,Buick,Buick Riviera,10600.0,57000,4100.0,15301,4.1-Liter V6
382,382,1997,Mercedes-Benz,Mercedes-Benz R129 SL,16500.0,80000,5000.0,95070,5.0-Liter V8
383,383,2000,Alfa Romeo,Alfa Romeo 105/115 Series Spider,14000.0,8000,2000.0,93103,2.0L Twin-Cam Inline-Four
384,384,2001,Jeep,Jeep Wrangler,20000.0,44000,4000.0,80210,4.0-Liter Inline-Six
385,385,2008,BMW,BMW E90/E92/E93 M3,28000.0,39000,4000.0,96744,4.0-Liter S65 V8
386,386,1973,Volkswagen,Volkswagen Karmann Ghia,17500.0,90000,1915.0,46804,"Replacement 1,915cc Flat-Four"
387,387,2009,Pontiac,Pontiac Solstice & Saturn Sky,27000.0,28000,2000.0,15747,Turbocharged 2.0-Liter Inline-Four
389,389,1985,Toyota,Toyota Land Cruiser 60-Series,32500.0,270000,2800.0,97862,International 2.8L Turbodiesel Inline-Four
390,390,1976,Chevrolet,Chevrolet Corvette C3,16500.0,24000,5735.45,22901,350ci L48 V8
391,391,1965,BMW,BMW Motorcycles,25500.0,12000,594.0,10560,594cc Opposed Twin
393,393,2002,Acura,Acura NSX NA1/NA2,128000.0,37000,3200.0,84321,3.2-Liter V6
394,394,1986,Porsche,Porsche 911 Carrera 3.2,52500.0,79000,3200.0,98052,3.2-Liter Flat-Six
395,395,2007,Honda,Honda S2000,35250.0,21000,2200.0,33545,2.2-Liter Inline-Four
396,396,1995,BMW,BMW E34 5-Series,18250.0,88000,4000.0,8817,4.0-Liter V8
398,398,2004,Porsche,Porsche 986 Boxster,24000.0,33000,3200.0,37924,3.2-Liter Flat-Six
401,401,2000,Jeep,Jeep Cherokee,12001.0,100000,4000.0,84045,4.0-Liter Inline-Six
402,402,1978,Porsche,Porsche 911SC,44222.0,254000,3000.0,93940,3.0-Liter Flat-Six
404,404,2001,BMW,BMW E39 M5,38500.0,103000,4900.0,93940,4.9-Liter S62 V8
405,405,1997,Toyota,Toyota Land Cruiser 80-Series,39500.0,173000,4500.0,85021,4.5-Liter Inline-Six
406,406,2020,Chevrolet,Chevrolet Corvette C8,79000.0,8000,6200.0,95628,6.2-Liter LT2 V8
409,409,2017,Porsche,Porsche 991 911,107000.0,28000,3000.0,94610,Twin-Turbocharged 3.0L Flat-Six
410,410,1995,BMW,BMW 7-Series,14750.0,50000,4000.0,60202,4.0-Liter V8
412,412,2006,Nissan,Nissan 350Z,17000.0,32000,3500.0,8807,3.5-Liter V6
413,413,1961,Chevrolet,Chevrolet Corvair,12200.0,59000,2376.1150000000002,91320,145ci Flat-Six
416,416,2005,Mercedes-Benz,Mercedes-Benz W220 S-Class,26000.0,22000,5500.0,10577,Twin-Turbocharged 5.5-Liter V12
417,417,2022,Ford,Ford U725 Bronco,79000.0,239000,2700.0,48768,Twin-Turbocharged 2.7L EcoBoost V6
418,418,2008,BMW,BMW E90/E92/E93 M3,30000.0,53000,4000.0,7430,4.0-Liter S65 V8
419,419,2004,Audi,Audi S4,15000.0,135000,4200.0,80424,4.2-Liter DOHC V8
420,420,1976,Honda,Honda Motorcycles,8500.0,10000,736.0,47374,736cc SOHC Inline-Four
422,422,1964,Chevrolet,Chevrolet Corvette C2,58500.0,55000,5358.549,85020,327ci L76 V8
424,424,1966,Ford,Ford Mustang 1964.5-1966,21000.0,89000,4735.843,45840,289ci V8
425,425,1973,Honda,Honda Motorcycles,8400.0,7000,347.0,50036,347cc Inline-Four
426,426,2003,BMW,BMW E46 M3,35500.0,34000,3200.0,6804,3.2-Liter Inline-Six
427,427,1988,Nissan,Nissan 300ZX,8000.0,114000,3000.0,32207,Turbocharged 3.0L V6
428,428,2005,Maserati,Maserati Coupe & Spyder,25550.0,32000,4200.0,45233,4.2-Liter V8
429,429,1968,Ford,Ford Mustang 1967-1968,33150.0,99000,4948.874,83835,302ci V8
431,431,1960,Volkswagen,Volkswagen Beetle,25888.0,79000,1800.0,95628,"1,800cc Flat-Four"
432,432,1987,Buick,Buick Grand National,57000.0,159000,3800.0,95628,Turbocharged 3.8-Liter V6
433,433,1976,Chevrolet,Chevrolet K5 Blazer 1969-1972,26750.0,57000,5735.45,86403,350ci V8
434,434,1972,Oldsmobile,Oldsmobile Toronado,18500.0,34000,7456.085,92260,455ci Rocket V8
435,435,2007,Maserati,Maserati Quattroporte,28200.0,13000,4200.0,6031,4.2-Liter V8
436,436,2012,BMW,BMW E91 3-Series Touring,25750.0,44000,3000.0,80027,3.0-Liter Inline-Six
437,437,2007,Pontiac,Pontiac Solstice & Saturn Sky,26000.0,8000,2000.0,32163,2.0-Liter Turbocharged Inline-Four
438,438,1980,MG,MG MGB,11000.0,15000,1800.0,92234,1.8-Liter Inline-Four
439,439,2008,Porsche,Porsche Cayenne,42400.0,144000,4800.0,92887,Twin-Turbocharged 4.8-Liter V8
440,440,1970,Cadillac,Cadillac DeVille,19000.0,77000,7734.664000000001,77662,472ci V8
443,443,1956,Cadillac,Cadillac Series 75/Fleetwood,30756.0,56000,5981.255,60565,365ci V8
444,444,1983,Mercedes-Benz,Mercedes-Benz R107 SL,14500.0,48000,3800.0,29492,3.8-Liter V8
445,445,2004,Lexus,Lexus SC Coupe,30000.0,9000,4300.0,53114,4.3-Liter V8
446,446,1979,Volkswagen,Volkswagen Beetle,20600.0,93000,1600.0,80220,Fuel-Injected 1.6L Flat-Four 
447,447,1989,BMW,BMW E30 3-Series,16000.0,76000,2500.0,12205,2.5-Liter Inline-Six
450,450,1957,Ford,Ford Thunderbird,32000.0,68000,5112.744000000001,34145,312ci V8
451,451,1994,Mercedes-Benz,Mercedes-Benz R129 SL,19500.0,44000,3200.0,95131,3.2-Liter M104 Inline-Six
452,452,1989,Mercedes-Benz,Mercedes-Benz R107 SL,20000.0,71000,5500.0,28741,5.5-Liter M117 V8
453,453,2004,Ford,Ford Thunderbird,21050.0,19000,3900.0,80238,3.9-Liter V8
454,454,1981,Toyota,Toyota Pickup,14250.0,68000,2400.0,84124,2.4-Liter 22R Inline-Four
455,455,2006,BMW,BMW Z4 M Roadster,31500.0,25000,3200.0,55318,3.2-liter S54 Inline-Six
457,457,1970,Ford,Ford Bronco U13/U14/U15 1966-1977,70000.0,13000,4948.874,85260,302ci V8
458,458,1966,Chevrolet,Chevrolet Pickup,40000.0,72000,5735.45,93401,350ci V8
460,460,1951,Chevrolet,Chevrolet Pickup,30000.0,88000,5735.45,85260,350ci V8
461,461,2002,Audi,Audi A8,12000.0,85000,4200.0,85225,4.2-Liter V8
462,462,1968,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,51968.0,72000,8226.274,21784,502ci V8
464,464,1978,Dodge,Dodge Power Wagon,29000.0,68000,5899.32,22066,360ci V8
465,465,2005,Jaguar,Jaguar XJ,20750.0,44000,4200.0,8075,Supercharged 4.2-Liter V8
466,466,2003,Chevrolet,Chevrolet Corvette C5,37500.0,7000,5700.0,17364,5.7-Liter V8
467,467,1969,Ford,Ford Mustang 1969-1973,124500.0,68000,7013.636,73142,428ci Super Cobra Jet V8
469,469,2009,Mercedes-Benz,Mercedes-Benz R230 SL,30250.0,44000,5500.0,92614,5.5-Liter V8
470,470,1978,Lincoln,Lincoln Continental,21500.0,24000,7538.02,2719,460ci V8
471,471,1974,Porsche,Porsche 914,40000.0,80000,2000.0,49401,2.0-Liter Fuel-Injected Flat-Four
473,473,2012,Porsche,Porsche Panamera,77000.0,40000,4800.0,97209,Twin-Turbocharged 4.8-Liter V8
475,475,2000,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,16000.0,31000,2000.0,94070,2.0L Twin-Cam Inline-Four
476,476,1967,Pontiac,Pontiac GTO,36750.0,51000,6554.8,8527,400ci V8
477,477,2005,Cadillac,Cadillac CTS-V,22500.0,94000,5700.0,33617,5.7-liter LS6 V8
478,478,2007,Jaguar,Jaguar XKR,33500.0,12000,4200.0,73089,Supercharged 4.2-Liter V8
480,480,1975,Pontiac,Pontiac Firebird,31500.0,47000,6554.8,30060,400ci V8
482,482,1971,Ford,Ford Torino,17025.0,23000,5751.837,33134,351ci V8
483,483,1980,Porsche,Porsche 911SC,49750.0,85000,3000.0,85258,3.0-Liter Flat-Six
484,484,1980,Shelby,Shelby Cobra Replica,74000.0,4000,5000.0,33414,Coyote 5.0-Liter V8
485,485,1960,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,76000.0,32000,2000.0,90025,2.0L Inline-Four
486,486,1988,Pontiac,Pontiac Firebird,15750.0,59000,5700.0,11746,5.7-Liter L98 V8
487,487,1995,Chevrolet,Chevrolet Blazer 1995-2004,14750.0,31000,4300.0,32128,4.3-Liter Vortec V6
491,491,1970,Chevrolet,Chevrolet Chevelle,75000.0,79000,7439.698,92663,454ci V8
492,492,1991,Porsche,Porsche 964 911,180000.0,54000,3600.0,84065,Supercharged 3.6L M64 Flat-Six
493,493,1981,Volkswagen,Volkswagen Scirocco,12300.0,139000,1800.0,80033,Replacement 1.8-Liter Inline-Four
497,497,1974,Land Rover,Land Rover Series 88,27750.0,84000,2250.0,84037,2.25-Liter Gasoline Inline-Four
498,498,2000,Datsun,Datsun Roadster,32250.0,99000,2000.0,27606,2.0-Liter SOHC Inline-Four
500,500,1962,Chevrolet,Chevrolet Corvair,9400.0,88000,2400.0,90405,2.4-Liter Flat-Six
501,501,1995,Ford,Ford F-Series 1992-1997,19999.0,87000,5000.0,60585,5.0-Liter V8
502,502,2016,Ford,Ford Mustang S550,41950.0,15000,5200.0,7801,5.2-Liter Voodoo V8
503,503,2003,Porsche,Porsche 996 Turbo,52500.0,50000,3600.0,21208,Twin-Turbocharged 3.6L Flat-Six
504,504,1989,Mercedes-Benz,Mercedes-Benz R107 SL,81989.0,15000,5500.0,93940,5.5-Liter M117 V8
505,505,2006,Porsche,Porsche 997 911,40997.0,64000,3600.0,93940,3.6-Liter Flat-Six
509,509,1982,Porsche,Porsche 911SC,52000.0,84000,3000.0,76092,3.0L Flat-Six
510,510,2012,Mercedes-Benz,Mercedes-Benz AMG,107500.0,28000,6200.0,93706,6.2-Liter V8
511,511,1996,Toyota,Toyota Land Cruiser 80-Series,15800.0,138000,4500.0,18977,4.5-Liter Inline-Six
512,512,1988,Mercedes-Benz,Mercedes-Benz R107 SL,38500.0,60000,5500.0,8817,5.5-Liter V8
516,516,1991,Shelby,Shelby Cobra Replica,44000.0,7000,5850.159000000001,60126,357ci V8
517,517,1988,Ford,Ford Fox-Body Mustang,16600.0,32000,4948.874,21409,302ci V8
518,518,2002,Porsche,Porsche 996 Turbo,47777.0,89000,3600.0,45419,Twin-Turbocharged 3.6L Flat-Six
519,519,1974,Toyota,Toyota Land Cruiser FJ40,40150.0,19000,3900.0,92626,3.9-Liter Inline-Six
520,520,1992,BMW,BMW E30 3-Series,15000.0,99000,2500.0,34786,2.5-Liter Inline-Six
521,521,1983,Datsun,Datsun 280ZX,15500.0,79000,2800.0,15237,2.8L L28E Inline-Six
522,522,2005,Mercedes-Benz,Mercedes-Benz R230 SL,21750.0,38000,5000.0,83686,5.0-Liter V8
523,523,1996,Porsche,Porsche 993 911,64000.0,59000,3600.0,13035,3.6-Liter Flat-Six
524,524,1984,BMW,BMW E24 6-Series,10250.0,124000,3200.0,92264,3.2-Liter Inline-Six
525,525,2001,Chevrolet,Chevrolet Corvette C5,25777.0,10000,5700.0,12033,5.7-Liter Ls6 V8
526,526,2001,Porsche,Porsche 356 Speedster Replica,51000.0,4000,2100.0,90049,2.1-Liter Flat-Four
528,528,2000,Honda,Honda S2000,43000.0,26000,2000.0,43050,2.0-Liter F20C InLine-Four
530,530,2015,Dodge,Dodge Viper,111000.0,3000,8400.0,33611,8.4L V10
532,532,2010,Mercedes-Benz,Mercedes-Benz AMG,24500.0,67000,6200.0,85296,6.2-Liter V8
533,533,1950,Willys,Willys Jeepster,24000.0,61000,2425.276,81147,148ci Lighting Inline-Six
535,535,1955,Ford,Ford Fairlane,22000.0,66000,5112.744000000001,85351,312ci Y-Block V8
537,537,1987,Toyota,Toyota Pickup,16500.0,125000,2400.0,80118,Turbocharged 2.4-Liter Inline-Four 
538,538,1996,Mazda,Mazda Miata,37000.0,24000,6200.0,36532,6.2-Liter LS3 V8
539,539,1970,Datsun,Datsun Roadster,14600.0,6000,1600.0,91604,1.6-Liter OHV Inline-Four
541,541,1997,Land Rover,Land Rover Defender 90 NAS,119999.0,29000,4000.0,18972,4.0-Liter V8
542,542,1965,Sunbeam,Sunbeam Tiger,35400.0,77000,4260.62,43082,260ci Ford V8
543,543,1977,Jeep,Jeep CJ-5,31500.0,26000,4981.648,98682,304ci V8
546,546,2001,Porsche,Porsche 986 Boxster,24500.0,30000,3200.0,1545,3.2-Liter Flat-Six
548,548,1956,Austin-Healey,Austin-Healey 100,181000.0,61000,2660.0,91108,"2,660cc Inline-Four"
549,549,2011,BMW,BMW 1M,75000.0,96000,3000.0,91108,Twin-Turbocharged 3.0L Inline-Six
550,550,1983,Mercedes-Benz,Mercedes-Benz W123,8000.0,191000,3000.0,11222,3.0-Liter Turbodiesel Inline-Five
551,551,1997,Porsche,Porsche 993 911,98500.0,69000,3600.0,37043,3.6-Liter Flat-Six
553,553,2020,Ford,Ford Mustang S550,41000.0,16000,5000.0,43229,5.0-Liter Coyote V8 
554,554,1986,Porsche,Porsche 930 Turbo,202000.0,75000,3300.0,78746,Twin-Plug 3.3L Turbocharged Flat-Six
556,556,2009,Porsche,Porsche Cayenne,61000.0,50000,4800.0,28104,4.8-Liter V8
557,557,1972,Ford,Ford Bronco U13/U14/U15 1966-1977,97000.0,71000,4948.874,7640,302ci V8
558,558,2017,Jaguar,Jaguar F-Type,43250.0,12000,3000.0,30004,Supercharged 3.0-Liter V6
559,559,1973,Datsun,Datsun 240Z,20000.0,64000,2400.0,94597,Numbers-Matching 2.4-Liter Inline-Six
563,563,1965,Porsche,Porsche Longhood 911,115000.0,27000,2000.0,92121,2.0-Liter Flat-Six
565,565,1986,Ford,Ford F-Series 1980-1986,19250.0,70000,7500.0,85013,7.5-Liter V8
566,566,1976,Honda,Honda Motorcycles,5500.0,25000,544.0,57701,544cc Inline-Four
567,567,2011,Land Rover,Land Rover Range Rover L322,24000.0,66000,5000.0,7074,Supercharged 5.0-Liter V8
569,569,2004,Land Rover,Land Rover Discovery,41500.0,87000,4600.0,20852,4.6-Liter V8
570,570,1965,Lincoln,Lincoln Continental,62000.0,53000,7046.41,85027,430ci V8
571,571,1999,Porsche,Porsche 996 911,28591.0,40000,3400.0,63055,3.4-Liter M96 Flat-Six
572,572,2004,Porsche,Porsche 996 911,36500.0,52000,3600.0,94534,3.6-Liter Flat-Six
574,574,2002,Ford,Ford Thunderbird,23750.0,6000,3900.0,85260,3.9-Liter V8
575,575,2011,Chevrolet,Chevrolet Corvette C6,112900.0,37000,6200.0,77373,Supercharged 6.2-liter LS9 V8
577,577,2022,Chevrolet,Chevrolet Corvette C8,102000.0,20000,6200.0,33966,6.2-Liter LT2 V8
578,578,2001,Mercedes-Benz,Mercedes-Benz CLK-Class,15000.0,78000,4300.0,95131,4.3-Liter M113 V8
580,580,1999,Porsche,Porsche 996 911,27500.0,145000,3400.0,94618,3.4-Liter M96 Flat-Six
583,583,1967,Ford,Ford Thunderbird,14450.0,65000,7013.636,26757,428ci V8
584,584,1986,Chevrolet,Chevrolet Corvette C4,7300.0,66000,5700.0,35802,5.7-Liter L98 V8
585,585,2006,Porsche,Porsche 997 911,46000.0,25000,3800.0,32789,3.8-Liter Flat-Six
587,587,1996,Ford,Ford Bronco 4th-5th Generations 1987-1996,41250.0,159000,5800.0,85260,5.8-Liter V8
588,588,1990,Toyota,Toyota Supra,14050.0,132000,3000.0,94518,Turbocharged 3.0-Liter Inline-Six
589,589,2017,BMW,BMW F80 M3,57000.0,28000,3000.0,89441,Twin-Turbocharged 3.0L S55 Inline-Six
590,590,1983,Alfa Romeo,Alfa Romeo 105/115 Series Spider,13500.0,63000,2000.0,6037,2.0-Liter DOHC Inline-Four
591,591,1990,Porsche,Porsche 964 911,85000.0,54000,3600.0,84095,3.6-Liter M64 Flat-Six
592,592,1993,Dodge,Dodge Viper,40000.0,29000,8000.0,7645,8.0-Liter V10
593,593,1978,International Harvester,International Harvester Scout,35500.0,34000,5653.515,49512,345ci V8
594,594,1950,Studebaker,Studebaker Pickup,18000.0,38000,2785.79,14867,170ci Inline-Six
595,595,1965,Ford,Ford Mustang 1964.5-1966,101000.0,155000,5424.097,93446,331ci Stroker V8
596,596,1989,Porsche,Porsche 928,26000.0,129000,5000.0,55441,5.0-Liter DOHC V8 
597,597,1967,Land Rover,Land Rover Series 88,55500.0,83000,2250.0,4074,Overbored 2.25-Liter Inline-Four
598,598,1988,Chrysler,Chrysler Conquest & Mitsubishi Starion,18750.0,72000,2600.0,1543,Turbocharged & Intercooled 2.6L Inline-Four 
599,599,1992,Chevrolet,Chevrolet Corvette C4,24500.0,50000,5700.0,6498,5.7-Liter LT5 V8
600,600,1966,Chevrolet,Chevrolet Corvette C2,92500.0,57000,6997.249,78070,427ci L72 V8
601,601,2003,Ford,Ford Mustang SN95 1994-2004,33500.0,8000,4600.0,48183,Supercharged 4.6-Liter V8
603,603,2005,Subaru,Subaru WRX STi,66000.0,35000,2500.0,60064,Turbocharged 2.5L Flat-Four
604,604,1966,Ford,Ford Bronco U13/U14/U15 1966-1977,50000.0,1000,4948.874,64735,Replacement 302ci V8
605,605,1973,Lotus,Lotus Europa,24000.0,32000,1600.0,92679,1.6-Liter Inline-Four
607,607,1988,BMW,BMW E28 5-Series,21000.0,171000,3400.0,94952,3.4-Liter Inline-Six 
609,609,1991,GMC,GMC Pickup,9500.0,55000,4300.0,28144,4.3-Liter V6
610,610,2021,Porsche,Porsche 992 911,141000.0,32000,3000.0,28144,3.0-Liter Flat-Six
611,611,2014,Ferrari,Ferrari 458,262000.0,7000,4500.0,30360,4.5-Liter F136F V8
613,613,1965,Chevrolet,Chevrolet Corvair,9500.0,2000,2687.468,32801,Air-Cooled 164ci Flat-Six
615,615,1987,Mercedes-Benz,Mercedes-Benz W126 S-Class,15000.0,82000,5500.0,2865,5.5-Liter M117 V8
616,616,2002,BMW,BMW E46 M3,25750.0,56000,3200.0,90027,3.2-Liter S54 Inline-Six
619,619,1968,Pontiac,Pontiac GTO,62000.0,66000,6554.8,61354,400ci V8
621,621,1995,Jeep,Jeep Cherokee,13000.0,115000,4000.0,20111,4.0-Liter Inline-Six
623,623,2007,BMW,BMW E60 M5,36760.0,93000,5000.0,91403,5.0-Liter V10
624,624,1996,Jaguar,Jaguar XJS,16000.0,49000,4000.0,78218,4.0-Liter Inline-Six
625,625,2001,BMW,BMW E46 3-Series Coupe,14500.0,77000,3000.0,94530,3.0-Liter Inline-Six
626,626,2000,Dodge,Dodge Viper,77500.0,15000,8000.0,91604,8.0-Liter V10
630,630,2008,Porsche,Porsche 997 911,62997.0,15000,3600.0,93940,3.6-Liter Flat-Six
632,632,1963,Austin-Healey,Austin-Healey 3000,50000.0,19000,2900.0,93940,2.9L Inline-Six
633,633,2018,Porsche,Porsche 911 GT3,246000.0,2000,4000.0,45243,4.0-Liter Flat Six 
634,634,1996,Porsche,Porsche 993 911,57000.0,19000,3600.0,77345,3.6-Liter Flat-Six
635,635,1973,Ford,Ford F-Series 1973-1979,35250.0,6000,5000.0,81506,5.0-Liter Coyote V8
637,637,1989,Mercedes-Benz,Mercedes-Benz W126 S-Class,16000.0,43000,4200.0,92627,4.2-Liter V8
638,638,1972,Triumph,Triumph TR6,8000.0,41000,2500.0,2048,2.5-Liter Inline-Six
639,639,2011,Mercedes-Benz,Mercedes-Benz SLS AMG,225000.0,21000,6200.0,68136,6.2-liter DOHC V8
641,641,2007,Porsche,Porsche 997 Turbo,81500.0,25000,3600.0,11762,Twin-Turbocharged 3.6L Flat-Six
642,642,1961,Jaguar,Jaguar XKE Series I,223000.0,76000,3800.0,3820,3.8L Inline-Six
643,643,2000,Porsche,Porsche 986 Boxster,28500.0,8000,3200.0,1746,3.2-Liter Flat-Six
644,644,2003,Lexus,Lexus LX SUV,21250.0,163000,4700.0,92109,4.7-Liter V8
646,646,1991,Mazda,Mazda Miata,10500.0,28000,1600.0,53073,1.6-Liter DOHC Inline-Four
648,648,2006,Porsche,Porsche 997 911,47000.0,51000,3600.0,32960,3.6-Liter M96 Flat-Six
649,649,2008,Ford,Ford Mustang S197 2005-2014,58000.0,38000,5400.0,51401,Supercharged 5.4-Liter V8
651,651,1997,Lexus,Lexus LX SUV,100500.0,26000,4500.0,90025,4.5-Liter Inline Six
652,652,2002,BMW,BMW E46 M3,20249.0,60000,3200.0,33064,3.2-Liter Inline-Six
653,653,2002,Chevrolet,Chevrolet Corvette C8,93000.0,7000,6200.0,82801,6.2-Liter LT2 V8
654,654,2000,Land Rover,Land Rover Range Rover P38A,21000.0,47000,4600.0,98036,4.6-Liter V8
656,656,1987,Porsche,Porsche 924,11924.0,80000,2500.0,92570,2.5-Liter Inline-Four
657,657,2012,Ford,Ford Mustang S197 2005-2014,29000.0,80000,5000.0,97227,5.0-Liter V8 
658,658,1965,Ford,Ford Mustang 1964.5-1966,53000.0,52000,4735.843,27023,289ci V8
659,659,1960,Mercedes-Benz,Mercedes-Benz 190SL,94000.0,61000,1900.0,3871,1.9L M121 Inline-Four
660,660,1970,Datsun,Datsun 240Z,47240.0,25000,2400.0,80301,2.4-Liter L24 Inline-Six  
661,661,1993,Land Rover,Land Rover Defender 110 NAS,140000.0,63000,3900.0,85018,3.9-Liter V8
663,663,2009,Porsche,Porsche 987 Boxster,29500.0,32000,3400.0,76502,3.4-Liter Flat-Six
665,665,2008,BMW,BMW 7-Series,13750.0,46000,4800.0,53114,4.8-Liter V8
666,666,2008,Audi,Audi RS4,53000.0,26000,4200.0,89135,4.2-Liter V8
668,668,1991,Porsche,Porsche 964 911,60069.0,40000,3600.0,91302,3.6-Liter Flat-Six
669,669,1966,Ford,Ford Mustang 1964.5-1966,42000.0,37000,4735.843,80033,289ci V8
670,670,1966,Shelby,Shelby Cobra Replica,47777.0,2000,5686.289,1571,347ci V8
671,671,2003,BMW,BMW Z4 Roadster E85,17250.0,68000,2500.0,10560,2.5-Liter Inline-Six
673,673,2014,Ford,Ford Mustang S197 2005-2014,63000.0,7000,5800.0,58301,Supercharged 5.8-Liter V8
674,674,1990,Chevrolet,Chevrolet Corvette C4,17000.0,19000,5700.0,48381,5.7-Liter L98 V8
675,675,1991,Acura,Acura NSX NA1/NA2,81000.0,21000,3000.0,91304,3.0-Liter V6
676,676,1999,Jaguar,Jaguar XK8,13351.0,30000,4000.0,97219,4.0-Liter V8
677,677,1988,BMW,BMW E30 3-Series,13100.0,79000,2500.0,30188,2.5-Liter Inline-Six
678,678,1995,Chevrolet,Chevrolet Corvette C4,13500.0,25000,5700.0,89027,5.7-Liter LT1 V8
679,679,1994,Jaguar,Jaguar XJS,13450.0,68000,6000.0,90272,6.0-Liter V12
680,680,1978,Porsche,Porsche 930 Turbo,76000.0,37000,3300.0,90272,Replacement Turbocharged 3.3L Flat-Six
681,681,2003,Porsche,Porsche 996 911,36500.0,84000,3600.0,13732,3.6-Liter Flat-Six 
682,682,2003,Porsche,Porsche 996 911,41000.0,63000,3600.0,32773,3.6-Liter Flat-Six
685,685,2003,Land Rover,Land Rover Discovery,28500.0,50000,4600.0,11787,4.6-Liter V8
686,686,1987,Mercedes-Benz,Mercedes-Benz W124 E-Class,10800.0,81000,3000.0,21087,3.0-Liter Turbodiesel Inline-Six
687,687,2004,Mercedes-Benz,Mercedes-Benz R230 SL,15750.0,49000,5000.0,2835,5.0-Liter V8
688,688,1981,Ferrari,Ferrari 308,46000.0,25000,2900.0,91307,2.9-Liter DOHC V8
689,689,1991,BMW,BMW E31 8-Series,21000.0,78000,5000.0,40356,5.0-Liter V12
690,690,1991,Mercedes-Benz,Mercedes-Benz R129 SL,37500.0,13000,5000.0,2451,5.0-Liter M119 V8
691,691,1977,Honda,Honda Motorcycles,7500.0,16000,408.0,55327,408cc Inline-Four
693,693,1991,Porsche,Porsche 964 Turbo,184964.0,77000,3300.0,91381,Turbocharged 3.3-Liter Flat-Six
694,694,1978,Ford,Ford F-Series 1973-1979,24000.0,50000,5751.837,28677,351ci V8
695,695,1972,Ford,Ford Bronco U13/U14/U15 1966-1977,44600.0,2000,5751.837,1510,351ci V8
696,696,2010,BMW,BMW E60 5-Series Sedan,19500.0,58000,3000.0,10560,Twin-Turbocharged 3.0L Inline-Six
697,697,1965,Volkswagen,Volkswagen Beetle,12250.0,54000,1200.0,94602,Replacement 1.2L Flat-Four
698,698,1970,Plymouth,Plymouth Barracuda,57500.0,46000,5571.58,86401,Replacement 340ci V8 
699,699,2011,Lotus,Lotus Elise,44251.0,27000,1800.0,33137,1.8-Liter Inline-Four
702,702,2008,Porsche,Porsche 997 911,55000.0,46000,3800.0,30060,3.8-Liter Flat-Six
704,704,1954,MG,MG TF,25750.0,7000,1250.0,61011,"1,250cc Inline-Four"
707,707,1982,Porsche,Porsche 911SC,68411.0,90000,3000.0,75207,3.0-Liter Flat-Six 
708,708,1970,Mercedes-Benz,Mercedes-Benz W113 SL,152280.0,33000,2800.0,90025,Fuel-Injected 2.8L Inline-Six 
709,709,1970,Porsche,Porsche 914,85000.0,15000,2000.0,97227,2.0-Liter Flat-Six 
710,710,1992,Jeep,Jeep Cherokee,11500.0,121000,4000.0,6355,4.0-Liter Inline-Six
712,712,1988,Porsche,Porsche 911 Carrera 3.2,92500.0,53000,3200.0,40324,3.2-Liter Flat-Six
713,713,1966,Jaguar,Jaguar XKE Series I,170000.0,85000,4200.0,53105,4.2-Liter Inline-Six
715,715,1966,Ford,Ford Mustang 1964.5-1966,16750.0,43000,4948.874,94117,302ci V8
716,716,1978,Fiat,Fiat X1/9,20500.0,149000,1300.0,94117,1.3-Liter SOHC Inline-Four
717,717,1973,Buick,Buick Riviera,17500.0,24000,7456.085,55304,455ci V8
718,718,2019,Land Rover,Land Rover Range Rover L405,82500.0,33000,5000.0,92627,Supercharged 5.0-liter V8
719,719,1987,Saab,Saab 900,145000.0,246000,2000.0,63146,Turbocharged 2.0L Inline-Four
720,720,2013,Chevrolet,Chevrolet Corvette C6,51500.0,19000,7000.0,33176,7.0-Liter LS7 V8
723,723,1962,Mercedes-Benz,Mercedes-Benz W111 Coupe & Cabriolet,20000.0,10000,2500.0,74436,Replacement 2.5-Liter Inline-Six
726,726,1990,Porsche,Porsche 944,23750.0,129000,3000.0,94903,3.0-Liter M44/41 Inline-Four
727,727,2015,Porsche,Porsche 991 Turbo,168000.0,11000,3800.0,75056,Twin-Turbocharged 3.8L Flat-Six
728,728,1988,Toyota,Toyota Land Cruiser 60-Series,57500.0,195000,5300.0,38320,5.3-Liter Vortec V8
729,729,1997,Ferrari,Ferrari 550 Maranello,126000.0,65000,5500.0,91320,5.5-Liter V12
731,731,1988,Porsche,Porsche 930 Turbo,200930.0,39000,3300.0,11968,Turbocharged 3.3L Flat-Six
732,732,2005,Ford,Ford GT 1st Generation,342000.0,8000,5400.0,32773,Supercharged 5.4-Liter V8
734,734,1975,Ford,Ford Bronco U13/U14/U15 1966-1977,71000.0,130000,5800.0,97502,Replacement 5.8-Liter V8
736,736,1936,Ford,Ford Pickup 1935-1936,125000.0,3000,6200.0,35079,6.2L LS3 V8
739,739,1986,Alfa Romeo,Alfa Romeo 105/115 Series Spider,14250.0,66000,2000.0,94506,2.0-Liter Inline-Four
