,year,make,model,final_price,mileage,engine,zipcode
1174,1996,Lexus,Lexus LS Sedan,"$12,500",62000,4.0-Liter 1UZ-FE V8,91106
1175,2001,BMW,BMW Z8,"$182,000",27000,4.9-Liter V8,10549
1176,2007,Porsche,Porsche 987 Cayman,"$25,250",52000,2.7-Liter Flat-Six,98651
1177,1950,Jaguar,"Jaguar MK VII, VIII, & IX","$16,000",26000,3.5-Liter Inline-Six,95946
1178,1969,Jeep,Jeep Pickup,"$26,500",82000,Dauntless 350ci V8,97306
1179,2004,Nissan,Nissan 350Z,"$15,700",7000,3.5-Liter VQ35DE V6,95959
1180,1969,Chevrolet,Chevrolet Pickup,"$30,000",600000,383ci SBC V8,81505
1181,1969,Plymouth,Plymouth Road Runner,"$42,500",41000,383ci V8,68506
1182,1995,Porsche,Porsche 993 911,"$68,500",123000,3.6-Liter Flat-Six,46037
1183,2014,Dodge,Dodge Viper,"$134,235",7000,8.4-liter V10,33570
1184,1989,BMW,BMW E30 3-Series,"$19,001",80000,2.5-Liter M20 Inline-Six,38133
1185,1989,Porsche,Porsche 356 Speedster Replica,"$45,000",6000,"1,835cc Flat-Four",55391
1186,2007,Chevrolet,Chevrolet Corvette C6,"$44,000",34000,Katech-Modified 7.0-Liter LS7 V8,49674
1187,1969,Plymouth,Plymouth Barracuda,"$21,512",46000,496ci V8,49674
1188,1982,Chevrolet,Chevrolet Corvette C3,"$35,000",13000,5.7-Liter V8,75791
1189,1969,Mercedes-Benz,Mercedes-Benz W114 & W115,"$9,700",87000,2.2-Liter Inline-Four,23834
1190,2003,Mercedes-Benz,Mercedes-Benz R230 SL,"$36,000",21000,5.0-Liter V8 ,34771
1191,1984,Chevrolet,Chevrolet Corvette C4,"$14,266",2000,5.7-Liter V8,1960
1192,2011,BMW,BMW E90/E92/E93 M3,"$33,750",55000,4.0-Liter S65 V8,95035
1193,2009,Bentley,Bentley Continental GT,"$60,000",18000,Twin-Turbocharged 6.0-Liter W12,77057
1194,2008,Ford,Ford Mustang S197 2005-2014,"$31,650",0,Supercharged 4.6-Liter V8,34683
1195,1954,Jaguar,Jaguar XK120,"$105,000",0,3.4-Liter DOHC Inline-Six,11937
1196,2018,Porsche,Porsche 991 911,"$83,500",38000,Twin-Turbocharged 3.0L Flat-Six,33135
1197,1950,Ford,Ford F-Series 1948-1952,"$37,000",52000,302ci V8,98077
1198,1991,Ford,Ford Fox-Body Mustang,"$27,250",0,331ci V8,37027
1199,1978,Honda,Honda Motorcycles,"$5,350",8000,497cc OHV Transverse V-Twin,92201
1200,2002,BMW,BMW E39 M5,"$35,000",109000,4.9-Liter V8,91423
1201,1970,Dodge,Dodge Challenger,"$72,500",95000,440ci V8,6051
1202,1961,Austin-Healey,Austin-Healey Bugeye Sprite,"$17,400",35000,"1,275cc Inline-Four",28722
1203,2006,Porsche,Porsche 997 911,"$56,911",0,3.8-Liter Flat-Six,28722
1204,1985,Buick,Buick Grand National,"$29,000",59000,Turbocharged 3.8-Liter V6,13615
1205,1978,Jeep,Jeep CJ-5,"$16,000",0,350ci V8,85730
1206,1972,International Harvester,International Harvester Scout,"$58,000",23000,6.2-Liter Vortec L92 V8,94089
1207,2022,Ford,Ford F-150 Lightning Electric,"$112,022",172000,Dual Permanent-Magnet Electric Motors,5733
1208,1954,Ford,50s,"$13,000",88000,223ci Inline-Six,92677
1209,2008,Land Rover,Land Rover Range Rover L322,"$30,250",68000,Supercharged 4.2-Liter V8,7074
1210,2000,Mercedes-Benz,Mercedes-Benz R129 SL,"$15,750",54000,5.0-Liter V8,6830
1211,1955,Ford,Ford F-Series 1973-1979,"$29,000",0,302ci V8,66512
1212,2003,Land Rover,Land Rover Discovery,"$7,500",164000,4.6-Liter V8,94041
1213,1986,Mercedes-Benz,Mercedes-Benz R107 SL,"$25,000",74000,5.5-Liter V8,80516
1214,2002,Ford,Ford Thunderbird,"$21,500",5000,3.9-Liter V8,19010
1215,2002,Chevrolet,Chevrolet Corvette C5,"$26,000",56000,5.7-Liter LS6 V8,52240
1216,2005,Mini,Mini Modern,"$14,400",37000,Supercharged 1.6-Liter Inline-Four,53114
1217,1985,Porsche,Porsche 911 Carrera 3.2,"$59,500",52000,3.2-Liter Flat-Six,33431
1218,2009,Nissan,00s,"$24,500",9000,3.7-Liter V6,19010
1219,1997,Dodge,Dodge Viper,"$60,500",26000,8.0-Liter V10,68132
1220,2014,Cadillac,Cadillac CTS-V,"$53,500",0,94k Miles,78681
1221,1980,Porsche,Porsche 911SC,"$52,000",78000,Replacement 3.2-liter Flat-Six,7643
1222,1966,Lincoln,Lincoln Continental,"$54,500",89000,462ci V8,97703
1223,2009,Chevrolet,Chevrolet Corvette C6,"$82,000",2000,Original-Owner,34786
1224,2011,Aston Martin,Aston Martin V8 Vantage,"$62,001",10000,4.7-Liter V8,11360
1225,1995,Ford,Ford Bronco 4th-5th Generations 1987-1996,"$35,000",49000,5.8-Liter V8,34233
1226,1972,Chevrolet,Chevrolet Pickup,"$32,250",46000,350ci V8,84111
1227,1973,Porsche,Porsche Longhood 911,"$78,000",82000,2.4L Flat-Six ,43017
1228,2005,Porsche,Porsche Cayenne,"$21,000",100000,4.5-Liter V8,76226
1229,1995,Land Rover,Land Rover Range Rover Classic,"$19,750",214000,4.2-Liter Rover V8,90008
1230,1967,Plymouth,Plymouth Barracuda,"$25,000",22000,Replacement 360ci V8,48047
1231,1988,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,"$25,750",0,5.0-Liter TPI V8,1075
1232,2002,BMW,BMW E39 M5,"$52,000",45000,4.9-Liter V8,48393
1233,2007,Honda,Honda S2000,"$34,500",19000,2.2-Liter VTEC Inline-Four,22043
1234,1970,Chevrolet,Chevrolet Corvette C3,"$32,500",79000,406ci V8,98034
1235,1993,Nissan,Nissan 300ZX,"$14,500",0,3.0-Liter DOHC V6 ,23662
1236,2021,Chevrolet,Chevrolet Corvette C8,"$90,000",0,6.2-Liter LT2 V8,11803
1237,1972,Mercedes-Benz,Mercedes-Benz W108 & W109,"$22,000",66000,4.5-Liter M117 V8,94612
1238,1997,BMW,BMW E39 5-Series,"$8,500",79000,4.4-Liter V8,10543
1239,2000,Datsun,Datsun Roadster,"$24,000",34000,2.0-Liter U20 Inline-Four,49103
1240,2000,inGerman,oryParts,"$7,000",0,"46"" Tall by 37"" Wide",22556
1241,1999,Porsche,Porsche 996 911,"$32,500",45000,3.4-Liter Flat-Six,7074
1242,2022,Ford,Ford U725 Bronco,"$73,689",279000,Twin-Turbocharged EcoBoost 2.7L V6,32608
1243,2012,Jeep,Jeep Wrangler,"$39,250",45000,Original Owner,15421
1244,1958,Harley Davidson,50s,"$7,700",0,125cc Two-Stroke Single,77373
1245,1984,Yamaha,80s,"$16,300",10000,347cc Two-Stroke Parallel Twin,67208
1246,2018,Porsche,Porsche 911 GT3,"$211,000",0,4.0-Liter Flat-Six,65809
1247,1997,Chevrolet,Chevrolet Camaro 4th Generation 1993-2002,"$30,000",30000,12k Miles,14043
1248,2008,Land Rover,00s,"$52,000",42000,4.4-Liter V8,19010
1249,2008,970s,nBritish,"$8,600",0,997cc Cosworth MAE Inline-Four,49012
1250,2001,Ferrari,Ferrari 360,"$65,000",0,3.6-Liter DOHC V8,98027
1251,1978,Honda,Honda Motorcycles,"$4,878",7000,544cc Inline-Four,60563
1252,1956,Land Rover,Land Rover Series 88,"$35,000",77000,2.0L Inline-Four,91605
1253,1973,Ford,Ford Bronco U13/U14/U15 1966-1977,"$57,500",11000,302ci V8,85390
1254,1991,Toyota,Toyota Land Cruiser 80-Series,"$26,250",139000,4.0-Liter Inline-Six,85253
1255,1969,Honda,Honda Motorcycles,"$9,999",0,Early-Production Sandcast Model,94301
1256,2004,BMW,BMW E46 3-Series Convertible,"$13,750",85000,2.5-Liter M54 Inline-Six,91301
1257,2014,Aston Martin,Aston Martin Vanquish,"$101,007",34000,5.9-Liter V12,60140
1258,2010,Jaguar,10s,"$17,250",47000,5.0-Liter V8,30345
1259,1992,Land Rover,Land Rover 110 / Defender 110 (Euro Spec),"$141,000",0,"9k Miles Shown, TMU",76108
1260,1955,Austin-Healey,Austin-Healey 100,"$30,500",6000,Replacement 2.7L Inline-Four,95117
1261,1932,Ford,30s,"$15,750",0,"1k Miles Shown, TMU",85050
1262,2004,Porsche,Porsche 996 911,"$44,000",35000,3.6-Liter Flat-Six,90732
1263,1960,Ford,Ford F-Series 1957-1960,"$12,900",24000,Replacement 223ci Inline-Six,98368
1264,1950,Triumph,Triumph Motorcycles,"$10,500",0,Replacement 650cc Parallel Twin,98368
1265,1954,Fiat,Fiat 500,"$14,250",0,569cc Inline-Four,98368
1266,1965,Dodge,Dodge Coronet,"$21,750",0,"88k Miles Shown, TMU",13619
1267,2000,Alfa Romeo,60s,"$47,500",29000,Replacement 2.0L Twin-Cam Inline-Four,65742
1268,1974,Triumph,Triumph TR6,"$40,000",500000,2.6-Liter Inline-Six,85006
1269,1971,Plymouth,Plymouth Barracuda,"$100,000",90000,Replacement 440ci V8,80524
1270,2018,BMW,BMW F80 M3,"$71,500",13000,Twin-Turbocharged 3.0L Inline-Six,8055
1271,1976,GMC,GMC Jimmy,"$32,000",92000,400ci V8,33767
1272,2004,BMW,BMW E46 M3,"$50,500",37000,3.2-Liter Inline-Six,20147
1273,2022,Jeep,Jeep Wrangler,"$38,750",488000,3.6-Liter V6,6107
1274,1987,Mercedes-Benz,Mercedes-Benz W124 E-Class,"$9,000",67000,3.0-Liter Inline-Six,59901
1275,1993,Chevrolet,Chevrolet Pickup,"$48,000",20000,27-Years-Owned Example,92256
1276,1972,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,"$38,500",45000,350ci V8,45458
1277,1969,Volkswagen,Volkswagen Beetle,"$26,000",0,"Replacement 1,500cc Flat-Four",68446
1278,2008,Mercedes-Benz,Mercedes-Benz CLK63 AMG Black Series,"$127,209",19000,6.2-Liter M156 V8,90025
1279,1967,BSA,60s,"$7,500",0,"325 Miles Shown, TMU",92704
1280,1949,Austin,40s,"$30,000",51000,Refurbished During Current Ownership ,4090
1281,1998,Jeep,Jeep Cherokee,"$18,000",49000,4.0-Liter Inline-Six,28655
1282,1960,Oldsmobile,Oldsmobile 88,"$20,000",294000,425ci V8,28651
1283,1973,Citroen,Citroen SM,"$42,000",50000,3.0-Liter Maserati V6,91387
1284,1987,Jaguar,Jaguar XJS,"$21,250",54000,5.3-Liter V12,63367
1285,1972,Honda,Honda Motorcycles,"$5,100",0,325cc SOHC Parallel Twin,65233
1286,1961,Chevrolet,Chevrolet Corvette C1,"$60,000",15000,350ci V8,92807
1287,2022,Lexus,20s,"$123,000",37000,5.0-Liter V8,60047
1288,1935,Ford,30s,"$45,250",80000,221ci Flathead V8,85260
1289,1968,Triumph,Triumph TR5 & TR250,"$66,000",0,Fuel-Injected 2.5L Inline-Six,10560
1290,2002,Pontiac,Pontiac Firebird,"$37,000",5000,Supercharged 5.7-Liter V8,15234
1291,2009,Porsche,Porsche 997 911,"$45,500",116000,3.8-Liter Flat-Six,33312
1292,1966,Ford,Ford Mustang 1964.5-1966,"$28,000",214000,289ci V8,84663
1293,2010,BMW,BMW E61 5-Series Touring,"$25,000",44000,Twin-Turbocharged 3.0L Inline-Six ,27614
1294,1989,Chrysler,Chrysler Conquest & Mitsubishi Starion,"$23,800",37000,Turbocharged 2.6-Liter Inline-Four,10598
1295,1994,Ford,Ford Bronco 4th-5th Generations 1987-1996,"$24,000",148000,5.8-Liter V8,91402
1296,2008,BMW,BMW E60 M5,"$43,750",78000,Modified 5.5-Liter S65 V10 ,32459
1297,1969,Lotus,Lotus Elan,"$13,000",34000,"1,558cc Inline-Four",57105
1298,1991,Toyota,Toyota Supra,"$22,800",55000,Turbocharged 3.0-Liter Inline-Six,57106
1299,1993,Porsche,Porsche 964 911,"$142,000",19000,3.6-Liter M64 Flat-Six,33458
1300,1999,Mercedes-Benz,Mercedes-Benz R129 SL,"$16,000",37000,5.0-Liter V8,60016
1301,1972,BMW,BMW Motorcycles,"$13,000",32000,599cc Opposed Twin,29403
1302,1970,Ford,Ford Bronco U13/U14/U15 1966-1977,"$240,000",150000,Coyote 5.0-Liter V8,74953
1303,1985,Toyota,Toyota Land Cruiser 70-Series,"$26,500",0,3.4-Liter Diesel Inline-Four,75244
1304,1996,Porsche,Porsche 993 Turbo,"$230,000",28000,Twin-Turbocharged 3.6L Flat-Six,44720
1305,1972,Mercedes-Benz,Mercedes-Benz W108 & W109,"$17,333",48000,4.5-Liter M117 V8,49453
1306,1994,Porsche,Porsche 928,"$163,928",38000,5.4-Liter DOHC V8,92707
1307,2004,Mazda,Mazda RX-8,"$13,000",32000,1.3-Liter Renesis Rotary,19010
1308,2004,Shelby,Shelby Cobra Replica,"$37,777",18000,302ci Ford V8,92109
1309,2008,BMW,BMW Z4 Roadster E85,"$24,000",31000,3.0-Liter Inline-Six,10560
1310,2009,Mercedes-Benz,00s,"$27,598",13000,3.5-Liter V6,53114
1311,2009,Mercedes-Benz,Mercedes-Benz AMG,"$28,750",33000,6.2-Liter AMG V8,73112
1312,1987,Porsche,Porsche 911 Carrera 3.2,"$55,000",78000,3.2-Liter Flat-Six,37745
1313,2003,Ford,Ford Excursion,"$17,500",60000,6.8-Liter Triton V10,10310
1314,2006,Toyota,Toyota Land Cruiser 100-Series,"$28,250",151000,4.7-Liter 2UZ-FE V8,23322
1315,2000,Audi,Audi TT,"$12,250",52000,One-Owner Example ,18042
1316,2007,Audi,Audi RS4,"$32,000",129000,4.2-Liter V8,34786
1317,1999,Mercedes-Benz,Mercedes-Benz W210 E-Class,"$19,000",47000,5.4-Liter M113 V8,95066
1318,1991,Jeep,Jeep Grand Wagoneer,"$28,000",122000,360ci V8,92662
1319,2016,Ford,Ford Mustang S550,"$55,500",0,"1,200 Miles",73142
1320,1986,Porsche,Porsche 944 Turbo,"$15,951",129000,Turbocharged 2.5-Liter Inline-Four,15106
1321,2004,Porsche,Porsche 986 Boxster,"$25,650",30000,Replacement 2.7-Liter Flat-Six,20837
1322,1974,Porsche,Porsche 911 1974-1977,"$37,750",26000,Modified 2.9-Liter Flat-Six,22205
1323,1966,Ford,Ford Mustang 1964.5-1966,"$26,500",55000,289ci V8,7834
1324,1970,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,"$50,000",74000,Z/28 Equipment Package,28677
1325,1959,MG,MG MGA,"$28,000",50000,1.5-Liter Inline-Four,14471
1326,1990,Chevrolet,Chevrolet Corvette C4,"$10,500",39000,5.7-Liter L98 V8,8080
1327,2005,Lexus,Lexus LX SUV,"$29,000",68000,4.7-Liter V8 ,23116
1328,1989,Rolls-Royce,Rolls-Royce Corniche,"$55,500",32000,6.75-Liter V8,60071
1329,1999,Lexus,Lexus SC Coupe,"$11,500",58000,3.0-liter Inline-Six,21223
1330,1997,Jeep,Jeep Wrangler,"$19,000",16000,4.0-Liter Inline-Six,7643
1331,1986,Porsche,Porsche 928,"$13,750",67000,5.0-Liter V8,65803
1332,1991,Acura,Acura NSX NA1/NA2,"$95,000",42000,3.0-Liter VTEC V6,94920
1333,1991,Mazda,Mazda Miata,"$10,100",32000,1.6-Liter DOHC Inline-Four,20812
1334,1991,Porsche,Porsche 964 911,"$46,250",102000,3.6-Liter Flat-Six,7753
1335,1995,Isuzu,Isuzu Trooper,"$13,700",79000,3.2-Liter V6,20111
1336,1969,Ford,Ford F-Series 1967-1972,"$7,500",43000,360ci V8,76092
1337,2001,Honda,Honda S2000,"$35,250",15000,2.0-Liter VTEC Inline-Four,92009
1338,2000,Mercedes-Benz,Mercedes-Benz SLK-Class,"$9,500",67000,Supercharged 2.3-liter Inline-Four,13760
1339,2022,Porsche,Porsche 992 911,"$302,000",141000,4.0L Flat-Six,84317
1340,1986,Chevrolet,Chevrolet Corvette C4,"$12,200",34000,5.7-Liter L98 V8,45039
1341,1987,BMW,BMW E30 3-Series,"$15,000",105000,2.5-Liter Inline-Six,60523
1342,2013,BMW,BMW E90/E92/E93 M3,"$54,000",17000,4.0-Liter V8,91207
1343,2013,Mercedes-Benz,Mercedes-Benz R231 SL,"$51,000",20000,Twin-Turbocharged 4.6-Liter V8,8844
1344,1992,Mercedes-Benz,Mercedes-Benz 500E & E500,"$26,000",166000,5.0-Liter M119 V8,90025
1345,1979,Ferrari,Ferrari 308,"$73,308",0,2.9-Liter Quad-Cam V8,37924
1346,2010,Porsche,Porsche 997 Turbo,"$65,556",84000,Twin-Turbocharged 3.8L Flat-Six,94114
1347,1983,Buick,Buick Riviera,"$14,500",23000,5.0-Liter V8,18940
1348,1983,inItalian,oryParts,"$2,400",0,Lamborghini Script & Bull Logo,22556
1349,3605,Chevrolet,Chevrolet Suburban,"$8,200",75000,250ci Inline-Six,11968
1350,1995,Ford,Ford Mustang SN95 1994-2004,"$22,972",13000,5.0-Liter V8,28677
1351,1972,Chevrolet,Chevrolet Pickup,"$61,000",473000,5.3-Liter LS V8,75006
1352,1955,Austin-Healey,Austin-Healey 100,"$86,000",553000,"2,660cc Inline-Four",33478
1353,1983,Porsche,Porsche 930 Turbo,"$80,930",92000,Turbocharged 3.3-Liter Flat-Six,33478
1354,1948,Studebaker,40s,"$15,500",16000,226ci Inline-Six,65747
1355,2012,Ford,Ford Mustang S197 2005-2014,"$52,750",0,Supercharged 5.4-Liter V8,11357
1356,2004,Chevrolet,Chevrolet Corvette C5,"$26,500",10000,Supercharged 5.7-liter LS6 V8,11357
1357,2017,Mercedes-Benz,Mercedes-Benz Gelandewagen,"$94,000",11000,Twin-Turbocharged 4.0L V8,85018
1358,2012,Porsche,Porsche 991 911,"$84,075",0,3.8-Liter Flat-Six,33458
1359,1976,MG,MG Midget,"$7,100",37000,1.5-Liter Inline-Four,80027
1360,1931,Ford,Ford Model A,"$28,250",628000,201ci L-Head Inline-Four,17603
1361,1931,000s,nBritish,"$77,000",3000,401ci Stroker V8 ,29707
1362,1970,Mercury,Mercury Cougar,"$41,000",16000,Replacement 428ci V8,93012
1363,2018,Porsche,Porsche 911 GT3,"$238,000",9000,4.0-Liter Flat Six,92126
1364,1966,Jaguar,Jaguar XKE Series I,"$78,888",26000,4.2-Liter Inline-Six,93401
1365,1987,Mazda,80s,"$4,100",111000,2.0-Liter Inline-Four,95628
1366,1989,BMW,BMW E30 M3,"$53,500",151000,2.3L S14 Inline-Four,19403
1367,2009,Bentley,Bentley Continental GT,"$69,500",50000,Twin-Turbocharged 6.0-Liter W12,34997
1368,1974,BMW,BMW 2002tii,"$33,000",80000,2.0-Liter M10 Inline-Four,80004
1369,1991,BMW,BMW E31 8-Series,"$14,300",116000,5.0-Liter M70 V12,95742
1370,1991,000s,nAmerican,"$5,000",0,Chrome Windshield Frame ,8742
1371,1995,Porsche,Porsche 993 911,"$80,000",92000,3.6-Liter Flat-Six,78620
1372,1974,Laverda,70s,"$17,500",0,744cc SOHC Parallel Twin ,95138
1373,1967,Shelby,ord,"$295,000",7000,428ci Police Interceptor V8,54003
1374,1976,Ford,Ford Torino,"$16,851",5000,351ci Windsor V8,34982
1375,2003,Ferrari,Ferrari 575M,"$96,500",23000,5.7L Quad-Cam V12 ,2062
1376,1973,BMW,BMW E9 Coupe,"$92,000",0,Fuel-Injected 3.0L Inline-Six,97227
1377,2009,Mercedes-Benz,Mercedes-Benz M-Class,"$25,500",77000,6.2-Liter V8,33314
1378,2008,000s,nAmerican,"$65,500",0,Twin-Turbocharged 3.0-Liter Duratec V6,27613
1379,1981,Toyota,Toyota Land Cruiser FJ43,"$46,000",0,Imported From Colombia ,33331
1380,1958,Berkeley,50s,"$29,000",99000,Liquid-Cooled 498cc Parallel Twin,28273
1381,1967,Ford,Ford Mustang 1967-1968,"$25,750",51000,289ci V8,95409
1382,1999,Porsche,Porsche 996 911,"$35,498",26000,3.4-Liter Flat-Six,19010
1383,2002,Mini,Mini Modern,"$20,000",9000,Supercharged 1.6-Liter Inline-Four,27501
1384,1985,Toyota,Toyota AE86,"$16,900",215000,Supercharged 1.6L 4A-GZE Inline-Four,98003
1385,1994,Buick,Buick Roadmaster,"$16,750",79000,5.7-Liter LT1 V8,74016
1386,2014,Ducati,10s,"$47,000",0,25 Miiles,33966
1387,1992,Porsche,Porsche 964 Turbo,"$211,000",0,91k Kilometers (~57k Miles) Shown,10560
1388,1987,Porsche,Porsche 959,"$2,026,959",0,"2,849cc M959/50 Quad-Cam Flat-Six",92126
1389,2004,BMW,BMW E46 3-Series Convertible,"$15,500",52000,3.0-Liter Inline-Six,68847
1390,1951,Chevrolet,50s,"$63,550",74000,Replacement 350ci V8,33142
1391,1971,Jaguar,Jaguar XKE Series III,"$85,100",14000,5.3-Liter V12,19711
1392,1916,910s,nAmerican,"$12,250",0,186ci Inline-Four,95624
1393,2006,Dodge,00s,"$26,000",35000,Supercharged 6.1-Liter Hemi V8,89123
1394,1948,940s,nAmerican,"$42,250",2000,74ci V-Twin,94010
1395,2022,GMC,GMC Hummer EV,"$175,000",0,Edition 1 Package,89523
1396,2022,inGerman,oryParts,"$4,200",0,"Two 18x8.5"" Wheels w/ +35mm Offset",94117
1397,1995,Audi,Audi RS2,"$103,000",0,Turbocharged 2.2-Liter Inline-Five,33166
1398,2000,Mazda,Mazda Miata,"$27,000",30000,5.7-Liter LS1 V8,2360
1399,1984,Nissan,80s,"$12,250",156000,2.4-Liter Z24 Inline-Four,22936
1400,1974,Porsche,Porsche 914,"$34,000",28000,1.8-Liter Flat-Four,29926
1401,1993,Mazda,Mazda RX-7 FD,"$62,500",29000,Twin-Turbocharged 1.3L Wankel Rotary ,75040
1402,1993,Ferrari,Ferrari F40,"$3,300",0,Five-Spoke Design,77373
1403,1992,Ferrari,Ferrari F40,"$2,440,444",0,Mid-Mounted 2.9L Quad-Cam V8,92126
1404,1976,BMW,BMW Motorcycles,"$9,992",0,898cc Opposed Twin,95129
1405,2013,Ford,Ford Mustang S197 2005-2014,"$44,000",7000,5.0-Liter V8,33193
1406,1999,Porsche,Porsche 996 911,"$27,996",62000,3.4-Liter Flat-Six,19010
1407,1982,Toyota,Toyota Supra,"$7,700",35000,Fuel-Injected 2.8L Inline-Six,32207
1408,2002,Ford,Ford Saleen,"$40,000",10000,Supercharged 4.6-Liter V8,48301
1409,1982,Datsun,Datsun 280ZX,"$20,500",68000,Turbocharged 2.8L Inline-Six,32207
1410,1969,Honda,Honda Motorcycles,"$25,000",30000,736cc SOHC Inline-Four,40218
1411,2014,Porsche,Porsche 991 911,"$88,250",39000,3.8-Liter Flat-Six,33312
1412,2020,Ford,Ford Mustang S550,"$74,500",15000,5.2-Liter Voodoo V8,89012
1413,2006,Nissan,Nissan 350Z,"$20,250",17000,3.5-Liter V6,49457
1414,1961,Volvo,Volvo PV444 and PV544,"$8,000",0,Replacement B20 Inline-Four,98671
1415,1957,Porsche,Porsche 356,"$197,000",45000,1.6-Liter Flat-Four ,70517
1416,1968,Porsche,Porsche 912,"$51,222",0,90k Miles Shown,98229
1417,1999,Toyota,Toyota Pickup,"$16,900",67000,2.7-Liter Inline-Four,57702
1418,1976,Chevrolet,Chevrolet Pickup,"$10,750",34000,350ci V8,66502
1419,1976,Lincoln,Lincoln Continental,"$16,250",29000,460ci V8,29588
1420,1990,Chevrolet,Chevrolet Corvette C4,"$20,000",18000,5.7-Liter L98 V8,11758
1421,1990,Porsche,Porsche 356 Speedster Replica,"$62,000",442000,"2,332cc Air-Cooled Flat-Four",92806
1422,1931,930s,nAmerican,"$45,000",0,"79 Miles Shown, TMU",80123
1423,1987,Maserati,Maserati Coupe & Spyder,"$16,250",0,One-Owner Example,53147
1424,2008,BMW,BMW E92/E93 3-Series Coupe & Convertible,"$13,500",79000,3.0-Liter Inline-Six,49343
1425,1966,Ford,Ford Mustang 1964.5-1966,"$45,750",51000,351ci Windsor V8,30028
1426,1966,Porsche,Porsche 356,"$10,600",0,Four Double-Open-Ended Hazet 450 Wrenches,95060
1427,1985,Yamaha,80s,"$8,300",8000,"Liquid-Cooled 1,198cc DOHC V-Four",54944
1428,1974,Ford,Ford Bronco U13/U14/U15 1966-1977,"$105,000",44000,302ci V8,65810
1429,1952,BSA,50s,"$6,100",0,249cc Four-Stroke Single,3781
1430,1997,BMW,BMW E36 M3,"$17,006",107000,3.2-Liter S52 Inline-Six,11201
1431,1979,Triumph,Triumph Wedge,"$7,500",29000,2.0-Liter Inline-Four,85283
1432,2005,Lotus,Lotus Elise,"$48,750",22000,1.8-Liter Inline-Four,1887
1433,2005,Maserati,Maserati Coupe & Spyder,"$16,500",38000,4.2-Liter V8,53403
1434,2018,Dodge,Dodge Challenger,"$151,000",0,Supercharged 6.2-Liter Hemi V8,92618
1435,2005,Mazda,Mazda Miata,"$14,250",49000,Turbocharged 1.8-Liter Inline-Four,92618
1436,2008,Porsche,Porsche 997 Turbo,"$69,500",26000,Twin-Turbocharged 3.6L Flat-Six,32771
1437,2005,Jeep,Jeep Wrangler,"$27,000",0,4.0-Liter Inline-Six,6426
1438,2003,Toyota,Toyota Land Cruiser 100-Series,"$39,000",78000,4.7-Liter 2UZ-FE V8,34996
1439,2003,,,"$7,338",0,Double-Sided,6488
1440,1993,Jeep,Jeep Wrangler,"$15,800",123000,4.0-Liter Inline-Six,2642
1441,1995,Land Rover,Land Rover Defender 90 NAS,"$63,000",102000,3.9-liter V8,37205
1442,2022,Chevrolet,Chevrolet Corvette C8,"$109,000",30000,IMSA GTLM C8.R Championship Edition,91362
1443,2003,Mercedes-Benz,Mercedes-Benz AMG,"$23,777",52000,Supercharged 5.4-Liter V8 ,95212
1444,1966,Ford,Ford Mustang 1964.5-1966,"$17,750",19000,200ci Inline-Six,23113
1445,1966,Shelby,Shelby Cobra Replica,"$63,666",10000,460ci V8 ,23834
1446,1976,Triumph,Triumph TR6,"$20,500",50000,2.5-Liter Inline-Six,92020
1447,2004,Land Rover,Land Rover Discovery,"$36,000",65000,Rebuilt 4.6-liter V8,33308
1448,1973,Dodge,Dodge Charger,"$15,750",49000,318ci V8,24551
1449,1979,Ferrari,Ferrari 308 GT4,"$60,000",39000,3.2-Liter V8,98052
1450,1966,Cadillac,Cadillac Series 75/Fleetwood,"$13,250",73000,429ci V8,21532
1451,1987,Porsche,Porsche 944,"$10,944",78000,2.5-Liter Inline-Four,78628
1452,1987,Ford,Ford Hot Rod,"$29,000",34000,255ci Flathead V8,23451
1453,1970,Pontiac,Pontiac Tempest / LeMans,"$21,999",1000,350ci V8,54220
1454,2000,Ford,Ford Mustang SN95 1994-2004,"$117,000",0,5.4-Liter DOCH V8,1505
1455,1964,Jeep,Jeep CJ-5,"$28,500",45000,134ci Inline-Four,81416
1456,1967,Jaguar,Jaguar XKE Series I,"$390,000",24000,4.2-Liter Inline-Six,14580
1457,1985,Ferrari,Ferrari 308,"$85,000",20000,2.9-Liter 32-Valve V8,18055
1458,1970,Dodge,Dodge Challenger,"$46,750",16000,Hemi V8 Crate Engine,60185
1459,1986,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,"$9,300",85000,5.0-Liter V8 ,20837
1460,1970,Datsun,Datsun 510,"$38,500",38000,3.0L VG30E V6,92128
1461,2008,Land Rover,Land Rover Range Rover L322,"$32,000",31000,Supercharged 4.2-Liter V8,7074
1462,2008,Porsche,Porsche 987 Cayman,"$32,300",0,59k Miles,14610
1463,1973,BMW,BMW Motorcycles,"$4,000",8000,745cc Opposed Twin,98236
1464,1957,Oldsmobile,50s,"$35,500",93000,Replacement 502ci V8,28613
1465,2002,BMW,BMW Z3 M Coupe,"$55,000",39000,3.2-Liter Inline-Six,92663
1466,2018,Porsche,Porsche 911 GT3,"$198,502",0,4.0-Liter Flat-Six,6410
1467,2008,Mercedes-Benz,Mercedes-Benz W211 E-Class,"$29,000",13000,3.5-Liter V6,84790
